# dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31
6.169770378619432449e-03,1.100398972630500793e-02,7.110571488738059998e-03,-1.732504926621913910e-03,1.684243674390017986e-03,-2.094714902341365814e-03,-1.266800798475742340e-02,4.418523982167243958e-03,1.915408880449831486e-03,-8.173150941729545593e-03,5.603297613561153412e-04,-3.116400167346000671e-02,1.026106881909072399e-03,-5.839455872774124146e-03,-2.246507443487644196e-03,1.597412675619125366e-02,-1.032552681863307953e-03,-1.206326246261596680e+00,-3.155023558065295219e-03,-6.036558188498020172e-04,3.760273568332195282e-03,6.325379945337772369e-03,1.418587937951087952e-02,6.132282316684722900e-03,-4.584221169352531433e-03,-7.444201037287712097e-03,-1.182695291936397552e-02,-4.690961912274360657e-03,2.401476725935935974e-03,8.724838495254516602e-03,4.758425056934356689e-04,3.503771498799324036e-03
4.056974779814481735e-03,1.111418381333351135e-02,8.215298876166343689e-03,-1.897348091006278992e-03,3.195892088115215302e-03,-7.007354870438575745e-04,-1.364057697355747223e-02,1.319727301597595215e-02,6.987425731495022774e-04,-8.651904761791229248e-03,1.075850334018468857e-03,-1.874798163771629333e-02,6.424410967156291008e-04,-6.157216150313615799e-03,-2.443423494696617126e-03,2.515608817338943481e-02,1.379062421619892120e-03,-1.013474583625793457e+00,-4.612878896296024323e-03,2.593076787889003754e-04,-5.461927503347396851e-05,4.735478200018405914e-03,1.230976358056068420e-02,2.865731716156005859e-03,-3.759313374757766724e-03,-5.681304261088371277e-03,-1.171994768083095551e-02,-3.982426598668098450e-03,-5.018953233957290649e-04,8.444927632808685303e-03,-8.399859070777893066e-04,4.977378994226455688e-04
3.235489595681428909e-03,8.002523332834243774e-03,5.570014938712120056e-03,-1.496045850217342377e-03,1.011731917969882488e-03,-2.655179705470800400e-03,-1.253576762974262238e-02,5.537495017051696777e-03,2.348626963794231415e-03,-5.581730045378208160e-03,6.872280500829219818e-04,-3.510736301541328430e-02,3.304807469248771667e-03,-2.754181390628218651e-03,-3.826434724032878876e-03,2.605935931205749512e-02,-3.107218071818351746e-04,-8.798866868019104004e-01,-4.537859000265598297e-03,-2.860350999981164932e-03,8.174581453204154968e-04,3.576376475393772125e-03,1.095794513821601868e-02,3.842301666736602783e-03,-3.427403979003429413e-03,-3.625405952334403992e-03,-8.144259452819824219e-03,-3.792973235249519348e-03,9.016301482915878296e-04,5.664639640599489212e-03,-7.929094135761260986e-04,1.532541587948799133e-03
5.826447624713182449e-03,9.023103863000869751e-03,6.384788081049919128e-03,-3.055091015994548798e-03,-1.317310379818081856e-04,-4.274630919098854065e-04,-1.057410612702369690e-02,4.284456372261047363e-05,1.227033440954983234e-03,-8.029384538531303406e-03,5.577369593083858490e-04,-2.937490865588188171e-02,-8.429196896031498909e-04,-6.122659891843795776e-03,-1.473953947424888611e-03,1.656819880008697510e-02,-6.214249879121780396e-05,-8.438012599945068359e-01,-3.883876604959368706e-03,-2.878854516893625259e-03,-2.489845268428325653e-03,5.261817015707492828e-03,1.017398759722709656e-02,2.190582454204559326e-03,-3.381921909749507904e-03,-5.847631022334098816e-03,-7.691693492233753204e-03,-2.563575282692909241e-03,1.388248056173324585e-04,5.895294714719057083e-03,-2.261074259877204895e-03,2.455750480294227600e-03
4.152277018874883652e-03,9.153205901384353638e-03,6.096249446272850037e-03,-2.944500185549259186e-03,2.251106314361095428e-03,-3.391802310943603516e-04,-1.403661631047725677e-02,1.276509650051593781e-02,1.437841565348207951e-03,-7.361910305917263031e-03,1.183451618999242783e-03,-2.310980483889579773e-02,1.091727870516479015e-03,-6.484726909548044205e-03,-1.901864074170589447e-03,1.440580189228057861e-02,2.725506201386451721e-04,-1.047099113464355469e+00,-3.755979938432574272e-03,-1.746161375194787979e-03,2.592569217085838318e-04,7.164062000811100006e-03,1.359597966074943542e-02,3.226630389690399170e-03,-3.307767212390899658e-03,-5.953935906291007996e-03,-1.039747148752212524e-02,-5.169721320271492004e-03,-4.365835338830947876e-04,7.867924869060516357e-03,-1.936115324497222900e-03,2.530621364712715149e-03
5.049122031778097153e-03,9.729523211717605591e-03,7.778054103255271912e-03,-2.292514778673648834e-03,2.233888022601604462e-03,-1.064795535057783127e-03,-1.430321671068668365e-02,8.627491071820259094e-03,1.686623902060091496e-03,-9.512010961771011353e-03,-2.751932479441165924e-04,-3.340255841612815857e-02,2.219747751951217651e-03,-5.949949845671653748e-03,-1.736086793243885040e-03,1.410642266273498535e-02,-4.049045965075492859e-04,-1.168229937553405762e+00,-3.374160034582018852e-03,-1.539452467113733292e-03,-2.840180881321430206e-03,7.172935642302036285e-03,1.399079337716102600e-02,3.121860325336456299e-03,-4.646411165595054626e-03,-8.639998733997344971e-03,-9.942160919308662415e-03,-4.673117771744728088e-03,1.987567171454429626e-03,7.463157642632722855e-03,-1.278210431337356567e-03,5.112217739224433899e-03
6.015799473971128464e-03,7.531899958848953247e-03,6.040973588824272156e-03,-3.178427927196025848e-03,-3.115731524303555489e-04,1.248912885785102844e-04,-1.339842751622200012e-02,1.313898339867591858e-02,1.564983394928276539e-03,-8.305523544549942017e-03,6.391122005879878998e-04,-1.981567218899726868e-02,1.740572857670485973e-03,-7.894237525761127472e-03,-2.540542744100093842e-03,7.648535072803497314e-03,1.111673191189765930e-04,-9.677078127861022949e-01,-5.830467678606510162e-03,-3.826456610113382339e-03,2.367673441767692566e-04,5.959191359579563141e-03,1.297577098011970520e-02,1.465365290641784668e-03,-2.344016917049884796e-03,-5.974287167191505432e-03,-1.004420407116413116e-02,-4.242869094014167786e-03,-5.463603883981704712e-04,6.904945243149995804e-03,-1.704614609479904175e-03,4.455002024769783020e-03
4.444170743227005005e-03,7.705543190240859985e-03,8.043242618441581726e-03,-3.060230053961277008e-03,-2.065944718196988106e-04,-2.210653387010097504e-03,-1.409107260406017303e-02,1.600443199276924133e-02,2.470232080668210983e-03,-7.090265862643718719e-03,3.280653618276119232e-04,-2.487738057971000671e-02,1.285400590859353542e-03,-4.239720292389392853e-03,-3.280875273048877716e-03,1.872240006923675537e-02,1.502183265984058380e-03,-9.712193608283996582e-01,-6.394037045538425446e-03,-2.374740783125162125e-03,-1.090177800506353378e-03,4.885965026915073395e-03,1.273255422711372375e-02,2.286061644554138184e-03,-2.653079107403755188e-03,-5.579782649874687195e-03,-1.174915954470634460e-02,-5.241261795163154602e-03,-1.889858394861221313e-04,6.373242009431123734e-03,-2.333596348762512207e-04,4.273895174264907837e-04
5.601517390459775925e-03,8.814577013254165649e-03,5.759751424193382263e-03,-2.163867466151714325e-03,-3.136593149974942207e-04,-6.196498870849609375e-04,-1.290523819625377655e-02,1.095900777727365494e-02,3.189284820109605789e-03,-7.402068935334682465e-03,-6.869295611977577209e-05,-2.588055655360221863e-02,2.125556115061044693e-03,-5.160132423043251038e-03,-2.554134465754032135e-03,1.918738335371017456e-02,-3.847265616059303284e-04,-8.855079412460327148e-01,-5.139098502695560455e-03,-3.726443741470575333e-03,-2.164961770176887512e-04,5.423710681498050690e-03,1.141837611794471741e-02,3.291755914688110352e-03,-4.446438513696193695e-03,-5.006169900298118591e-03,-9.707406163215637207e-03,-6.882095709443092346e-03,-2.187350764870643616e-03,5.382948089390993118e-03,-1.242429018020629883e-03,3.884682431817054749e-03
4.736017901450395584e-03,6.746072322130203247e-03,6.894880905747413635e-03,-2.523935399949550629e-03,2.389865927398204803e-03,-1.279740594327449799e-03,-1.225738786160945892e-02,8.125569671392440796e-03,4.797252360731363297e-03,-7.392080966383218765e-03,1.722215674817562103e-04,-2.939140424132347107e-02,2.671845257282257080e-03,-5.050047300755977631e-03,-2.635086886584758759e-03,3.040850907564163208e-02,6.230147555470466614e-04,-8.291889429092407227e-01,-4.794904030859470367e-03,-3.218552563339471817e-03,3.994598053395748138e-03,3.799059428274631500e-03,1.022843644022941589e-02,4.153795540332794189e-03,-4.496496170759201050e-03,-2.409039065241813660e-03,-9.932113811373710632e-03,-6.271230056881904602e-03,-1.707771793007850647e-03,8.621431887149810791e-03,-6.287023425102233887e-04,2.792606130242347717e-03
3.963423427194356918e-03,8.412171155214309692e-03,6.824823096394538879e-03,-3.303701989352703094e-03,1.965175382792949677e-03,-1.318777911365032196e-03,-1.272491179406642914e-02,1.637177728116512299e-02,2.731139305979013443e-03,-7.060202769935131073e-03,8.973791263997554779e-04,-3.447639569640159607e-02,-1.656824024394154549e-04,-5.566833540797233582e-03,-2.534269355237483978e-03,2.261953055858612061e-02,1.049243845045566559e-03,-8.372249007225036621e-01,-6.976776756346225739e-03,-2.816057298332452774e-03,2.485892735421657562e-03,2.249249257147312164e-03,1.040818169713020325e-02,2.483405172824859619e-03,-4.329913295805454254e-03,-4.618046805262565613e-03,-1.004457473754882812e-02,-4.453742876648902893e-03,-3.126645460724830627e-03,7.639177609235048294e-03,-1.375511288642883301e-03,1.813935115933418274e-03
5.035015288740396500e-03,4.089418798685073853e-03,6.887985393404960632e-03,-1.977502368390560150e-03,-8.916157530620694160e-04,3.201049752533435822e-03,-1.091374829411506653e-02,1.639316044747829437e-02,4.353091120719909668e-03,-7.401846349239349365e-03,-2.094195224344730377e-04,-2.219888940453529358e-02,7.108616409823298454e-05,-4.181027412414550781e-03,-3.810974769294261932e-03,2.733200043439865112e-02,1.054010353982448578e-03,-7.924038171768188477e-01,-7.015743292868137360e-03,-4.247619304805994034e-03,-8.000293746590614319e-04,2.908372320234775543e-03,1.010161265730857849e-02,4.360377788543701172e-04,-3.655551001429557800e-03,-3.687256947159767151e-03,-5.246432498097419739e-03,-2.313056960701942444e-03,-2.799430862069129944e-03,7.762648630887269974e-03,-2.710592001676559448e-03,2.899849787354469299e-03
6.180982571095228195e-03,6.574843078851699829e-03,6.879685446619987488e-03,-4.358529113233089447e-03,-8.314225124195218086e-04,4.669846966862678528e-04,-1.308022253215312958e-02,1.743053272366523743e-02,7.832745322957634926e-04,-5.705570802092552185e-03,-1.377730164676904678e-03,-2.541272714734077454e-02,-1.380458590574562550e-03,-4.506928846240043640e-03,-1.914222724735736847e-03,9.905196726322174072e-03,2.609088085591793060e-03,-9.358980059623718262e-01,-5.744942463934421539e-03,-2.877405378967523575e-03,-3.389249555766582489e-03,3.634118475019931793e-03,1.080477610230445862e-02,-1.407891511917114258e-03,-2.377336844801902771e-03,-6.745519116520881653e-03,-7.984568364918231964e-03,-1.656936481595039368e-03,-1.433009281754493713e-03,5.564854014664888382e-03,-2.030063420534133911e-03,3.288941457867622375e-03
3.482183907181024551e-03,7.417533546686172485e-03,5.243701860308647156e-03,-4.533386789262294769e-03,8.071613265201449394e-04,3.997236490249633789e-06,-1.375099830329418182e-02,1.210893504321575165e-02,3.086161334067583084e-03,-7.155450992286205292e-03,-1.091347075998783112e-04,-1.952764019370079041e-02,5.133708473294973373e-04,-5.711216479539871216e-03,-3.371403552591800690e-03,1.475869864225387573e-02,1.072223298251628876e-03,-8.634242415428161621e-01,-6.152317859232425690e-03,-1.507452223449945450e-03,1.131556928157806396e-06,5.885840393602848053e-03,1.204680278897285461e-02,1.698546111583709717e-03,-3.429684787988662720e-03,-4.585685208439826965e-03,-7.128620520234107971e-03,-4.032434895634651184e-03,-9.694192558526992798e-04,7.031657267361879349e-03,-2.071857452392578125e-03,4.904331639409065247e-03
5.647135432809591293e-03,7.045362144708633423e-03,4.120549187064170837e-03,-4.484207369387149811e-03,-5.827146815136075020e-04,-7.037008181214332581e-04,-1.414734311401844025e-02,1.205060165375471115e-02,1.794646144844591618e-03,-7.203533779829740524e-03,2.161576412618160248e-04,-1.791835948824882507e-02,2.677164971828460693e-03,-7.067871280014514923e-03,-3.295299597084522247e-03,1.815639436244964600e-02,7.166014984250068665e-04,-8.881097435951232910e-01,-5.065538920462131500e-03,-1.674397382885217667e-03,-1.382567919790744781e-03,6.580331362783908844e-03,1.361565664410591125e-02,2.562217414379119873e-03,-3.408807329833507538e-03,-6.262660026550292969e-03,-5.966508761048316956e-03,-3.973091021180152893e-03,-1.424754038453102112e-03,5.755424965173006058e-03,-2.699580043554306030e-03,5.562553182244300842e-03
6.517597939819097519e-03,7.410917431116104126e-03,6.621195003390312195e-03,-2.326524816453456879e-03,7.883933139964938164e-04,-1.385674811899662018e-03,-1.374252326786518097e-02,1.414528116583824158e-02,3.695488441735506058e-03,-8.726280182600021362e-03,-4.600570537149906158e-04,-2.490966394543647766e-02,1.174790668301284313e-03,-6.404848769307136536e-03,-1.722150482237339020e-03,1.105892658233642578e-02,-5.112653598189353943e-04,-1.037533521652221680e+00,-5.981274880468845367e-03,-3.012495581060647964e-03,-1.239500008523464203e-03,6.422662176191806793e-03,1.352489367127418518e-02,3.885470330715179443e-03,-5.226654931902885437e-03,-7.183508947491645813e-03,-1.119112782180309296e-02,-4.137309268116950989e-03,-1.180643215775489807e-03,5.952612031251192093e-03,4.619285464286804199e-04,3.778846934437751770e-03
4.909081384539604187e-03,6.763938814401626587e-03,4.296353086829185486e-03,-5.584071041084825993e-04,-2.121170051395893097e-03,-1.539656892418861389e-03,-1.406535692512989044e-02,1.471492648124694824e-02,2.164705656468868256e-03,-7.328436709940433502e-03,-1.231877598911523819e-03,-1.648163422942161560e-02,-6.182515062391757965e-05,-5.811954848468303680e-03,-2.328616566956043243e-03,1.665144413709640503e-02,-2.239837311208248138e-03,-9.268082976341247559e-01,-4.070238210260868073e-03,-1.925880555063486099e-03,3.402600996196269989e-03,5.435378290712833405e-03,1.183852925896644592e-02,4.268676042556762695e-03,-2.815124578773975372e-03,-4.781560972332954407e-03,-8.073082193732261658e-03,-6.695123389363288879e-03,-4.777852445840835571e-04,5.460456479340791702e-03,-1.279093325138092041e-03,5.575181916356086731e-03
8.334817364811897278e-03,7.735807448625564575e-03,6.130082532763481140e-03,-2.700529061257839203e-03,2.461667172610759735e-03,6.087711080908775330e-04,-1.431131549179553986e-02,1.641392149031162262e-02,3.232770133763551712e-03,-8.000150322914123535e-03,-3.809020854532718658e-04,-3.921462967991828918e-02,-1.756201963871717453e-04,-9.276985190808773041e-03,-1.325255259871482849e-03,1.328378170728683472e-02,-5.054799839854240417e-04,-9.887458682060241699e-01,-5.819023586809635162e-03,-1.683330629020929337e-03,9.869774803519248962e-04,7.172578014433383942e-03,1.416149362921714783e-02,1.226894557476043701e-03,-3.486739471554756165e-03,-7.055377587676048279e-03,-9.862098842859268188e-03,-2.049567177891731262e-03,-2.208659425377845764e-03,5.841702688485383987e-03,-9.890645742416381836e-04,4.959257319569587708e-03
4.410859663039445877e-03,6.405342370271682739e-03,7.881334051489830017e-03,-1.949629746377468109e-03,1.832078094594180584e-03,-1.272121444344520569e-04,-1.290481351315975189e-02,1.648245751857757568e-02,2.015024889260530472e-03,-9.589335881173610687e-03,-3.389938268810510635e-03,-1.585182920098304749e-02,6.373855285346508026e-06,-5.334395915269851685e-03,-1.145675778388977051e-04,7.846787571907043457e-03,-9.399084374308586121e-04,-1.114780783653259277e+00,-4.966930486261844635e-03,-9.028748609125614166e-04,-1.809523440897464752e-03,6.949030794203281403e-03,1.346312090754508972e-02,4.157595336437225342e-03,-2.330258488655090332e-03,-7.196409627795219421e-03,-1.197530329227447510e-02,-2.273099496960639954e-03,2.754535526037216187e-04,6.718494463711977005e-03,-5.852431058883666992e-05,3.583969548344612122e-03
4.172184038907289505e-03,9.191859513521194458e-03,9.557755663990974426e-03,-3.079666756093502045e-03,2.080033533275127411e-03,-2.714694943279027939e-03,-1.662647537887096405e-02,9.298717603087425232e-03,1.855117850936949253e-03,-9.667166508734226227e-03,-1.979111228138208389e-03,-1.866022124886512756e-02,2.116240561008453369e-03,-5.139855667948722839e-03,-2.339538186788558960e-03,1.849187910556793213e-02,1.886533573269844055e-04,-1.046746850013732910e+00,-6.073699332773685455e-03,-2.687735948711633682e-03,-1.688656397163867950e-03,7.183038629591464996e-03,1.534162089228630066e-02,4.647500813007354736e-03,-4.081482067704200745e-03,-7.075654342770576477e-03,-1.229264959692955017e-02,-5.587043240666389465e-03,1.117086037993431091e-03,7.738434243947267532e-03,-1.668337732553482056e-03,3.483088687062263489e-03
4.819243680685758591e-03,8.761066943407058716e-03,6.559533998370170593e-03,-3.172022290527820587e-03,1.210505957715213299e-03,1.034007407724857330e-03,-1.262471452355384827e-02,7.272815331816673279e-03,2.132089808583259583e-03,-7.168211042881011963e-03,-1.713140401989221573e-03,-2.463443949818611145e-02,-1.228122157044708729e-03,-5.818899720907211304e-03,-6.451103836297988892e-04,1.711205393075942993e-02,-1.558306626975536346e-03,-1.001245498657226562e+00,-5.860255099833011627e-03,-7.184357382357120514e-04,3.268783912062644958e-04,7.114001549780368805e-03,1.359969750046730042e-02,3.536336123943328857e-03,-3.297254443168640137e-03,-6.806088611483573914e-03,-1.033198833465576172e-02,-4.318954423069953918e-03,-8.808169513940811157e-04,6.726123858243227005e-03,-1.981440931558609009e-03,4.276389256119728088e-03
5.160266533493995667e-03,9.948778897523880005e-03,6.849063560366630554e-03,-1.580863259732723236e-03,1.025031204335391521e-03,-1.677385531365871429e-03,-1.355741173028945923e-02,7.451208308339118958e-03,2.473847474902868271e-03,-7.847542874515056610e-03,-4.107789136469364166e-04,-2.185341343283653259e-02,2.568198367953300476e-03,-5.858538206666707993e-03,-3.694675862789154053e-03,1.479702442884445190e-02,1.015801914036273956e-03,-9.134739041328430176e-01,-5.617619492113590240e-03,8.635735139250755310e-05,-1.643777824938297272e-03,5.607479251921176910e-03,1.347492262721061707e-02,3.729611635208129883e-03,-3.154860809445381165e-03,-4.849610850214958191e-03,-8.503824472427368164e-03,-3.383042290806770325e-03,-1.225465908646583557e-03,6.047629285603761673e-03,-1.282833516597747803e-03,4.330130293965339661e-03
5.251024384051561356e-03,1.069237664341926575e-02,5.524029955267906189e-03,-1.250275410711765289e-03,-4.472035216167569160e-04,-1.418355386704206467e-03,-1.517662405967712402e-02,1.001413539052009583e-02,1.941389986313879490e-03,-7.934230379760265350e-03,1.265271566808223724e-04,-2.035295590758323669e-02,1.503318431787192822e-03,-5.710247904062271118e-03,-2.253958955407142639e-03,2.102996408939361572e-02,-3.816960379481315613e-04,-1.114056468009948730e+00,-5.374417640268802643e-03,-1.391130033880472183e-03,-1.474102027714252472e-03,7.210553623735904694e-03,1.477992907166481018e-02,3.394745290279388428e-03,-3.361015580594539642e-03,-7.193913683295249939e-03,-1.278254762291908264e-02,-2.248944714665412903e-03,2.959575504064559937e-04,5.776353646069765091e-03,9.552948176860809326e-04,3.158519044518470764e-03
7.873008027672767639e-03,7.478523999452590942e-03,5.666097626090049744e-03,-1.974870450794696808e-03,6.058334838598966599e-05,-2.260720357298851013e-04,-1.444566063582897186e-02,8.695887401700019836e-03,4.881150554865598679e-03,-7.761655841022729874e-03,-2.964718732982873917e-03,-1.137721911072731018e-02,3.152488498017191887e-04,-5.682855844497680664e-03,-6.366306915879249573e-04,2.135176956653594971e-02,7.661283016204833984e-04,-8.902824521064758301e-01,-4.796379245817661285e-03,-2.593154553323984146e-03,-2.489858306944370270e-03,6.895423866808414459e-03,1.528768613934516907e-02,3.937989473342895508e-03,-3.541711717844009399e-03,-6.804957985877990723e-03,-1.197224482893943787e-02,-1.793371513485908508e-03,-2.091402187943458557e-03,3.920436371117830276e-03,-2.561930567026138306e-03,4.124144092202186584e-03
3.732635173946619034e-03,7.959682494401931763e-03,5.841238424181938171e-03,-7.328978390432894230e-04,1.204217667691409588e-03,-1.782309263944625854e-03,-1.461944542825222015e-02,1.035067625343799591e-02,1.684041926637291908e-04,-7.441517896950244904e-03,-5.924240685999393463e-04,-1.197280362248420715e-02,3.061376512050628662e-03,-2.585066948086023331e-03,-2.229386940598487854e-03,1.375193893909454346e-02,-1.319522969424724579e-03,-9.804242849349975586e-01,-3.893867833539843559e-03,-8.666184730827808380e-04,2.513258717954158783e-03,4.770600236952304840e-03,1.358914747834205627e-02,5.399890244007110596e-03,-3.566671162843704224e-03,-6.988791748881340027e-03,-1.018422469496726990e-02,-6.425002589821815491e-03,-1.459890976548194885e-03,5.460329819470643997e-03,-2.692189067602157593e-03,3.201717510819435120e-03
6.499833893030881882e-03,5.610082298517227173e-03,5.461117252707481384e-03,1.196400262415409088e-03,1.117837382480502129e-04,-1.766718924045562744e-04,-1.202023588120937347e-02,1.220245659351348877e-02,3.149927593767642975e-03,-8.827476762235164642e-03,-1.952065620571374893e-03,-1.547022536396980286e-02,-3.365377197042107582e-04,-5.644859746098518372e-03,-9.730542078614234924e-04,2.113316208124160767e-02,-2.990306355059146881e-03,-9.799451231956481934e-01,-3.493056399747729301e-03,-2.522169146686792374e-03,9.591942653059959412e-04,6.965645588934421539e-03,1.108196005225181580e-02,5.118645727634429932e-03,-2.638222649693489075e-03,-5.729505792260169983e-03,-1.034241914749145508e-02,-5.175093188881874084e-03,-6.547663360834121704e-04,7.206149864941835403e-03,-2.916876226663589478e-03,4.665294662117958069e-03
6.558203604072332382e-03,7.423732429742813110e-03,8.139437064528465271e-03,-1.851889304816722870e-03,2.151812426745891571e-03,-2.437038347125053406e-04,-1.320054195821285248e-02,1.408752612769603729e-02,2.715100068598985672e-03,-8.474177680909633636e-03,-1.342116389423608780e-03,-3.864064812660217285e-02,1.162232714705169201e-03,-6.632054224610328674e-03,-2.106442116200923920e-03,1.544599235057830811e-02,-9.645046666264533997e-04,-9.892822504043579102e-01,-3.860004944726824760e-03,-2.794476691633462906e-03,-1.379092223942279816e-03,7.241592742502689362e-03,1.183032616972923279e-02,2.906598150730133057e-03,-3.849235363304615021e-03,-4.610052332282066345e-03,-1.056239008903503418e-02,-3.883721306920051575e-03,-3.330353647470474243e-04,7.021688390523195267e-03,-1.124061644077301025e-03,4.286119714379310608e-03
4.538168199360370636e-03,9.552557021379470825e-03,8.643833920359611511e-03,-1.236564479768276215e-03,1.063431496731936932e-03,-2.415309660136699677e-03,-1.333311013877391815e-02,9.169185534119606018e-03,1.715601072646677494e-03,-9.791663847863674164e-03,-7.903561927378177643e-04,-2.652653679251670837e-02,2.520026639103889465e-03,-3.717807820066809654e-03,-7.849773392081260681e-04,1.354028284549713135e-02,-3.868816420435905457e-04,-1.208136796951293945e+00,-5.658620037138462067e-03,-2.418308053165674210e-03,-3.012912347912788391e-04,6.311819888651371002e-03,1.354959234595298767e-02,5.411647260189056396e-03,-4.802312701940536499e-03,-7.871663197875022888e-03,-1.336989179253578186e-02,-5.279416218400001526e-03,8.078273385763168335e-04,5.851202178746461868e-03,2.742279320955276489e-04,2.060236409306526184e-03
3.854356706142425537e-03,8.805532008409500122e-03,6.758442148566246033e-03,-2.363088540732860565e-03,5.112019134685397148e-04,-6.731091998517513275e-04,-1.153733395040035248e-02,1.180448662489652634e-02,-1.514478353783488274e-04,-9.352108463644981384e-03,-1.525117550045251846e-03,-1.268406584858894348e-02,2.899128943681716919e-03,-2.753561129793524742e-03,-5.696052685379981995e-04,1.020219177007675171e-02,-7.162271067500114441e-04,-1.081979155540466309e+00,-8.079626597464084625e-03,-1.402924302965402603e-03,-2.587643451988697052e-03,5.845570005476474762e-03,1.284425333142280579e-02,5.198545753955841064e-03,-2.997109666466712952e-03,-7.575228810310363770e-03,-1.151162199676036835e-02,-2.959305420517921448e-03,2.185022458434104919e-03,5.270988214761018753e-03,-7.082857191562652588e-04,3.723168745636940002e-03
4.890456330031156540e-03,7.070396095514297485e-03,4.645971581339836121e-03,-3.016193397343158722e-03,3.281503450125455856e-05,1.352286897599697113e-03,-1.273324526846408844e-02,1.287653204053640366e-02,-1.119908061809837818e-03,-7.106358185410499573e-03,5.507608875632286072e-05,-2.327409759163856506e-02,1.228170352987945080e-03,-4.942378029227256775e-03,-2.045111730694770813e-03,1.230405271053314209e-02,-1.106035895645618439e-03,-1.049454808235168457e+00,-6.318652071058750153e-03,-2.568724099546670914e-03,-3.182897344231605530e-04,6.996885873377323151e-03,1.178685948252677917e-02,2.680324018001556396e-03,-2.712451852858066559e-03,-5.759727209806442261e-03,-8.129267953336238861e-03,-4.718745127320289612e-03,6.959941238164901733e-04,4.838467109948396683e-03,-2.392239868640899658e-03,5.169929936528205872e-03
4.400209989398717880e-03,8.590970188379287720e-03,5.178352817893028259e-03,-1.442461274564266205e-03,1.116449828259646893e-03,-5.185548216104507446e-04,-1.424965076148509979e-02,1.720495335757732391e-02,2.725172322243452072e-03,-8.567223325371742249e-03,-1.506953034549951553e-03,-2.333452180027961731e-02,1.813880982808768749e-03,-6.337414495646953583e-03,-2.168118022382259369e-03,1.088059693574905396e-02,-5.272114649415016174e-04,-9.319784641265869141e-01,-3.753431839868426323e-03,-2.137052360922098160e-03,-1.414624042809009552e-03,5.490758456289768219e-03,1.155928149819374084e-02,4.620499908924102783e-03,-3.787446767091751099e-03,-5.224452354013919830e-03,-8.997976779937744141e-03,-3.881039097905158997e-03,-2.962941303849220276e-03,6.369613576680421829e-03,-7.353089749813079834e-04,4.540840163826942444e-03
7.429494056850671768e-03,8.931551128625869751e-03,8.625118061900138855e-03,-3.065398894250392914e-03,3.989738179370760918e-04,-3.014700487256050110e-04,-1.297681964933872223e-02,5.176855251193046570e-03,2.980389166623353958e-03,-8.863832801580429077e-03,-3.264813218265771866e-03,-2.251015231013298035e-02,2.071797847747802734e-03,-4.132073372602462769e-03,-1.181657426059246063e-03,1.969911158084869385e-02,3.858404234051704407e-04,-1.038180828094482422e+00,-2.902612788602709770e-03,-2.490988466888666153e-03,-4.335780628025531769e-03,4.812368191778659821e-03,1.317788287997245789e-02,3.915481269359588623e-03,-4.540934227406978607e-03,-8.541923016309738159e-03,-9.765781462192535400e-03,-2.301687374711036682e-03,6.653722375631332397e-04,5.247571039944887161e-03,-1.113422214984893799e-03,4.306549206376075745e-03
2.871938515454530716e-03,8.662793785333633423e-03,8.004901930689811707e-03,-1.478622667491436005e-03,4.413527203723788261e-04,-3.601284697651863098e-04,-1.418890990316867828e-02,8.484477177262306213e-03,2.546838019043207169e-03,-8.464602753520011902e-03,-1.048176083713769913e-03,-1.678780093789100647e-02,1.613862696103751659e-03,-2.642988925799727440e-03,-1.327303238213062286e-03,1.244399696588516235e-02,-5.357181653380393982e-04,-1.188608288764953613e+00,-4.837804473936557770e-03,-1.881173346191644669e-03,-1.624869182705879211e-04,7.137016393244266510e-03,1.192177459597587585e-02,4.285641014575958252e-03,-3.338538110256195068e-03,-7.107963785529136658e-03,-1.131308078765869141e-02,-3.906855359673500061e-03,2.504697069525718689e-03,7.261626888066530228e-03,1.723393797874450684e-04,3.359669819474220276e-03
2.982889767736196518e-03,9.510997682809829712e-03,9.057125076651573181e-03,-1.824791543185710907e-03,2.405281178653240204e-03,-1.621193252503871918e-03,-1.465674303472042084e-02,9.381566196680068970e-03,1.950231031514704227e-03,-8.777916431427001953e-03,-3.122432623058557510e-03,-1.820686087012290955e-02,1.387491705827414989e-03,-2.440631156787276268e-03,-1.169596798717975616e-04,1.630447804927825928e-02,-6.016185507178306580e-04,-1.254376530647277832e+00,-3.225833876058459282e-03,-1.199445221573114395e-03,-8.429558947682380676e-04,6.569930352270603180e-03,1.191945001482963562e-02,6.434597074985504150e-03,-4.496218636631965637e-03,-7.298586890101432800e-03,-1.277402602136135101e-02,-6.749743595719337463e-03,1.869907602667808533e-03,7.185996044427156448e-03,-3.141760826110839844e-04,4.024485126137733459e-03
